title,category
Purchased Coaching class fee from university,Education
Subscribed to Spotify Stand-up comedy show,Entertainment
Project materials for August,Education
Medicine for February,Health
Paid for Xbox Game Pass Bowling session,Entertainment
Booked Scooter rental for a trip,Transport
Took a Tire replacement from petrol pump,Transport
Blood test for May,Health
Kitchenware for December,Shopping
Breakfast at Fried rice from local bakery,Food
Paid for Gaming subscription from Amazon Prime,Entertainment
Booked Gym membership routine visit,Health
Lunch at Dumplings from local bakery,Food
Bought local cinema Spotify subscription,Entertainment
Took out Thukpa from KFC,Food
Monthly Garbage collection fee from landlord,Bills
Project materials - university,Education
Fuel station for July,Transport
Samosa - food court,Food
Visited for pharmacy Health checkup,Health
Paid for Netflix Bowling session,Entertainment
Dental appointment for May,Health
Paid for WiFi payment from landlord,Bills
Took a Car service to the mall,Transport
Paid for bank Credit card payment,Bills
Kitchenware for college,Shopping
Lunch at Kebab from local bakery,Food
Credit card payment for January,Bills
Exam fee for October,Education
Cleared Loan EMI from telecom provider,Bills
Cleared insurance company Mobile recharge,Bills
Refueled with Uber ride from local garage,Transport
Bought bookstore Seminar fee,Education
Renewed Concert ticket from Netflix,Entertainment
Purchased Ride share from Pathao,Transport
Registered for Stationery,Education
Grabbed food court Salad,Food
Paid for Cable TV bill annual payment,Bills
Paid for Watch from Amazon,Shopping
Paid for Daraz Headphones,Shopping
Ride share from Pathao,Transport
Purchased Lab fee for the course,Education
Paid for Health insurance premium from pharmacy,Health
Purchased university Lab fee,Education
Grilled fish for June,Food
Took out Rice bag after work,Food
Paid for Pathao Ride share,Transport
Movie ticket for August,Entertainment
Recharged petrol pump Vehicle insurance,Transport
Settled utility company Home loan installment,Bills
Refueled with Vehicle insurance from local garage,Transport
local cinema Arcade tokens,Entertainment
Enrolled in Certification exam from local college,Education
Got a new Sneakers from shopping center,Shopping
Recharged Bike rental airport transfer,Transport
Had Ice cream from restaurant,Food
Paid for Loan EMI from telecom provider,Bills
Cleared bank Mobile recharge,Bills
Booked Uber Diesel,Transport
Enrolled in Workshop registration,Education
Used Fuel station from gas station,Transport
Purchased Bread,Food
Paid for Kitchenware from boutique,Shopping
Bought local cinema YouTube Premium,Entertainment
Booked Cinema ticket from Netflix,Entertainment
College fee for May,Education
Registered for School books from Udemy,Education
Stationery,Education
Paid for Car service to the mall,Transport
Bought Steak from local bakery,Food
Went for Hospital bill from hospital,Health
Medical bill for May,Health
Ice cream for June,Food
Went for diagnostic center Health insurance premium,Health
Paid Software license for study from Coursera,Education
Water tank refill for January,Bills
Visited for Eye checkup checkup,Health
Took a Flight ticket from Sajha Yatayat,Transport
Seminar fee - coaching center,Education
Booked Dental treatment emergency visit,Health
Snack at Starbucks Donuts,Food
Purchased Online course for the workshop,Education
WiFi payment,Bills
Smoothie for April,Food
Refueled with Bus ticket from gas station,Transport
Subscribed to Bowling session from Amazon Prime,Entertainment
Shopping for Umbrella from local mall,Shopping
Paid for X-ray follow-up visit,Health
Online course for June,Education
Surgery cost - gym,Health
Recharged Pathao Metro card recharge,Transport
Refueled with Pathao Pathao ride,Transport
online store Furniture piece,Shopping
Subscribed to Spotify subscription from Spotify,Entertainment
Paid for Pharmacy purchase from pharmacy,Health
Took out Milkshake after work,Food
Purchased Domino's Tea,Food
Steam Theatre ticket,Entertainment
Snack at Biryani at office,Food
Renewed local cinema Spotify subscription,Entertainment
Snacks - hotel restaurant,Food
Booked Toll fee from local garage,Transport
Flight ticket for April,Transport
Headphones for May,Shopping
Booked Health checkup from diagnostic center,Health
Subscribed to Amazon Prime Steam purchase,Entertainment
Recharged Bike rental to college,Transport
Subscribed to PlayStation Plus annual plan,Entertainment
Got a new Jacket for office,Shopping
Streaming service - local cinema,Entertainment
Paid for Gaming subscription with friends,Entertainment
Subscribed to Disney+ Amazon Prime membership,Entertainment
Health checkup - hospital,Health
Property tax for June,Bills
Cleared telecom provider Apartment rent,Bills
Purchased Certification exam annual fee,Education
Paid for local ISP Phone bill,Bills
Bought Amazon Socks,Shopping
Recharged Petrol to college,Transport
petrol pump Bike fuel,Transport
Shopping for outlet store Electronics gadget,Shopping
Train ticket to college,Transport
Vaccination - wellness center,Health
Monthly bank Cable TV bill,Bills
Got a new Wallet from Daraz,Shopping
Enrolled in College tuition annual fee,Education
Garbage collection fee for November,Bills
Vitamin supplements - wellness center,Health
Uber ride - Tootle,Transport
Renewed Spotify subscription premium plan,Entertainment
Went for gym Painkillers,Health
Maintenance fee for October,Bills
Purchased PlayStation Amazon Prime membership,Entertainment
Paid for pharmacy Hospital bill,Health
Dinner at food court Snacks,Food
Paid Gas cylinder from landlord,Bills
Paid for YouTube Arcade tokens,Entertainment
Online course - library,Education
Disney+ Movie ticket,Entertainment
Settled Property tax annual payment,Bills
Had Salad from Subway,Food
Visited for Health insurance premium from gym,Health
Paid for local garage Scooter rental,Transport
Diesel for July,Transport
Purchased Taxi fare from petrol pump,Transport
Took a Ride share for weekend trip,Transport
Snack at Bread during break,Food
Bought Disney+ Disney+ subscription,Entertainment
Furniture piece for birthday gift,Shopping
Went for Vitamin supplements emergency visit,Health
Purchased Car service from InDrive,Transport
Earrings for June,Shopping
Refueled with Tootle Taxi fare,Transport
Paid for Concert ticket family plan,Entertainment
Bought Study materials from Udemy,Education
Subscribed to Amusement park ticket weekend outing,Entertainment
Karaoke night family plan,Entertainment
Project materials for March,Education
Tootle Bike rental,Transport
Paid for YouTube Premium from Netflix,Entertainment
Booked hospital Gym membership,Health
Bought Tea during break,Food
Dinner at Dosa from campus canteen,Food
Purchased local bakery Juice,Food
Settled Mobile recharge,Bills
Purchased Uber Tire replacement,Transport
Registered for library Coaching class fee,Education
Purchased Steam purchase from local cinema,Entertainment
Purchased cafe Ramen,Food
Renewed Amazon Prime Amazon Prime membership,Entertainment
Settled Phone bill from landlord,Bills
Enrolled in university College tuition,Education
Paid NEA Home loan installment,Bills
Bought Dosa from hotel restaurant,Food
Paid for hospital Physiotherapy session,Health
Paid for Home loan installment from telecom provider,Bills
Paid for Internet bill quarterly payment,Bills
Had cafe Burger,Food
Lab test - wellness center,Health
Lunch at Domino's Pasta,Food
Vaccination - hospital,Health
Registered for University fee for the workshop,Education
Seminar fee for May,Education
Took a Car rental,Transport
online store Power bank,Shopping
Settled Society fee for the apartment,Bills
Bought Xbox Game Pass Cinema ticket,Entertainment
Paid Udemy Library fine,Education
Monthly Maintenance fee annual payment,Bills
Purchased Music album premium plan,Entertainment
Got a new shopping center Phone case,Shopping
Garbage collection fee for March,Bills
Karaoke night from YouTube,Entertainment
Purchased Spotify Amusement park ticket,Entertainment
Paid for local mall Kitchenware,Shopping
Uber Ride share,Transport
Cleared Insurance premium from telecom provider,Bills
Went for gym Dental appointment,Health
Booked Amazon Prime Karaoke night,Entertainment
Had Milkshake,Food
Paid for Makeup kit for college,Shopping
Ramen - cafe,Food
Cleared Home loan installment from telecom provider,Bills
Dental treatment - wellness center,Health
Ordered Foodmandu Fried rice,Food
Netflix subscription for June,Entertainment
Paid for local mall Bag,Shopping
Refueled with Bike fuel from gas station,Transport
Health checkup - pharmacy,Health
Took a Diesel to hospital,Transport
Booked Surgery cost from local clinic,Health
Paid for Scooter rental downtown,Transport
Bought Medicine emergency visit,Health
Had Samosa from Subway,Food
Renewed Amazon Prime Theatre ticket,Entertainment
Monthly utility company Garbage collection fee,Bills
Pancakes - street food stall,Food
Used Train ticket,Transport
Paid for House rent quarterly payment,Bills
Lunch at Fried chicken from Domino's,Food
Donuts for June,Food
Monthly bank Phone bill,Bills
Subscribed to PlayStation E-book purchase,Entertainment
School books for September,Education
Paid Mobile recharge annual payment,Bills
Subscribed to Netflix subscription from Disney+,Entertainment
Registered for Workshop registration,Education
Booked Lab test from wellness center,Health
Subscribed to Streaming service from Disney+,Entertainment
Paid for local mall Laptop bag,Shopping
Bought Theatre ticket premium plan,Entertainment
Bought Hot dog from Burger King,Food
Settled Garbage collection fee from telecom provider,Bills
Cleared bank Gas cylinder,Bills
Got a new Sunglasses from online store,Shopping
Refueled with Bike fuel from InDrive,Transport
Bought Online course from Coursera,Education
Bought YouTube PlayStation Plus,Entertainment
Refueled with InDrive Car service,Transport
Bike repair for February,Transport
Purchased Burger King Bread,Food
Bought Noodles,Food
Pharmacy purchase for March,Health
Took a Bike rental airport transfer,Transport
Purchased new shopping center Kitchenware,Shopping
Theatre ticket weekend outing,Entertainment
Got a new outlet store Phone case,Shopping
Scooter rental for September,Transport
Fried rice - Wow Momo,Food
Chowmein for August,Food
Grabbed KFC Burger,Food
Bought Exam fee from university,Education
Took a Bike repair from petrol pump,Transport
Got a new Phone case from outlet store,Shopping
Paid College supplies from university,Education
Monthly Home loan installment for the house,Bills
Renewed Streaming service,Entertainment
Registered for Exam fee from coaching center,Education
Took a local garage Helmet purchase,Transport
Settled Gas cylinder from bank,Bills
Booked Steam purchase from YouTube,Entertainment
Cooking oil - restaurant,Food
Registered for College tuition annual fee,Education
Ordered Earrings from Amazon,Shopping
Paid University fee for the workshop,Education
Got a new outlet store Makeup kit,Shopping
Bought Cinema ticket from Xbox Game Pass,Entertainment
Purchased Amazon Prime membership,Entertainment
Bought Thukpa from food court,Food
Paid for Comic book with friends,Entertainment
Enrolled in bookstore Library fine,Education
Umbrella for office,Shopping
Lunch at Chowmein,Food
Perfume - outlet store,Shopping
Used InDrive Diesel,Transport
Bought local clinic Vaccination,Health
Paid for bank Phone bill,Bills
Purchased food court Chowmein,Food
Used Fuel station,Transport
Settled House rent from bank,Bills
University fee - local college,Education
Took a Tire replacement to hospital,Transport
Had McDonald's Coffee,Food
Purchased Sajha Yatayat Scooter rental,Transport
Bought Bedsheet from Daraz,Shopping
